,,,,,GyroX,GyroY,GyroZ,GyroX_MAX,GyroX_MIN,GyroY_MAX,GyroY_MIN,GyroZ_MAX,GyroZ_MIN,GyroX_DIFF,GyroY_DIFF,GyroZ_DIFF
51810,5.09,-1.1,-14.41,51810,0.16,0.01,0.27,,,,,,,,,
51820,4.94,-1.85,-13.99,51820,0.11,0.19,0.24,,,,,,,,,
51830,4.87,-2.45,-12.88,51830,0.05,0.34,0.16,,,,,,,,,
51840,4.75,-2.38,-11.23,51840,0.03,0.43,0.06,,,,,,,,,
51850,4.72,-1.82,-9.62,51850,0.03,0.43,-0.01,,,,,,,,,
51860,4.65,-1,-8.43,51860,0.03,0.37,-0.05,,,,,,,,,
51870,4.65,-0.79,-8.33,51870,0.06,0.28,-0.06,,,,,,,,,
51880,4.81,-0.72,-8.97,51880,0.12,0.22,-0.07,,,,,,,,,
51890,4.75,-0.15,-9.83,51890,0.19,0.2,-0.07,,,,,,,,,
51900,4.8,0.54,-10.73,51900,0.27,0.23,-0.04,,,,,,,,,
51910,4.79,1.18,-11.49,51910,0.34,0.31,0.01,,,,,,,,,
51920,4.76,1.32,-11.21,51920,0.37,0.43,0.09,,,,,,,,,
51930,4.58,0.74,-10.26,51930,0.4,0.5,0.16,,,,,,,,,
51940,4.53,-0.15,-9.39,51940,0.44,0.54,0.2,,,,,,,,,
51950,4.59,-0.64,-8.69,51950,0.48,0.55,0.19,,,,,,,,,
51960,4.6,-0.87,-8.17,51960,0.52,0.53,0.18,,,,,,,,,
51970,4.54,-0.98,-7.97,51970,0.56,0.5,0.17,,,,,,,,,
51980,4.53,-1.04,-8,51980,0.66,0.48,0.16,,,,,,,,,
51990,4.64,-0.91,-7.95,51990,0.79,0.45,0.15,,,,,,,,,
52000,4.74,-0.82,-7.68,52000,1,0.43,0.16,,,,,,,,,
52010,4.7,-0.85,-7.23,52010,1.1,0.39,0.15,,,,,,,,,
52020,4.8,-0.27,-7.02,52020,1.13,0.35,0.15,,,,,,,,,
52030,4.92,0,-6.8,52030,1.11,0.31,0.18,,,,,,,,,
52040,4.99,-0.09,-6.67,52040,1.04,0.27,0.22,,,,,,,,,
52050,4.99,-0.45,-6.62,52050,0.99,0.23,0.24,,,,,,,,,
52060,5.03,-0.84,-6.31,52060,0.95,0.18,0.26,,,,,,,,,
52070,5.01,-1.15,-6,52070,0.91,0.13,0.26,,,,,,,,,
52080,5.35,-0.9,-12.63,52080,-0.15,0.06,0.17,,,,,,,,,
52090,6.09,-1.03,-12.45,52090,1.32,0.57,0.41,,,,,,,,,
52100,5.16,-1.71,-7.41,52100,0.46,0.57,0.33,,,,,,,,,
52110,5.59,-1.91,-9.22,52110,0.3,0.55,0.3,,,,,,,,,
52120,5.69,-1.44,-8.89,52120,0.54,0.55,0.28,,,,,,,,,
52130,5.73,-1.36,-9.31,52130,0.4,0.54,0.28,,,,,,,,,
52140,5.74,-0.95,-8.48,52140,0.51,0.52,0.31,,,,,,,,,
52150,5.59,-1.08,-6.29,52150,0.57,0.43,0.35,,,,,,,,,
52160,5.41,-1.71,-4.26,52160,0.51,0.25,0.36,,,,,,,,,
52170,5.46,-1.58,-4.37,52170,0.27,0,0.36,,,,,,,,,
52180,5.29,-1.41,-6.06,52180,0.19,-0.16,0.39,,,,,,,,,
52190,5.22,-2.82,-7.91,52190,0.18,-0.23,0.42,,,,,,,,,
52200,5.3,-3.51,-9.99,52200,0.12,-0.22,0.4,,,,,,,,,
52210,4.95,-3.96,-12.25,52210,-0.08,-0.11,0.36,,,,,,,,,
52220,4.85,-5.56,-13.89,52220,-0.26,0.1,0.29,,,,,,,,,
52230,4.56,-6.95,-14.45,52230,-0.35,0.35,0.16,,,,,,,,,
52240,4.36,-7.65,-13.25,52240,-0.52,0.55,-0.02,,,,,,,,,
52250,3.96,-5.4,-11.68,52250,-0.88,0.69,-0.17,,,,,,,,,
52260,4.97,-0.87,-12.56,52260,-0.63,0.8,-0.08,,,,,,,,,
52270,4.59,-2.16,-9.61,52270,-0.3,0.88,0.08,,,,,,,,,
52280,4.52,-2.6,-8.26,52280,-0.31,0.81,0.12,,,,,,,,,
52290,5.18,-2.59,-9.69,52290,-0.32,0.76,0.15,,,,,,,,,
52300,5.62,-3.41,-10.39,52300,-0.18,0.78,0.14,,,,,,,,,
52310,5.47,-4.26,-10,52310,-0.07,0.84,0.09,,,,,,,,,
52320,6.61,-4.16,-10.09,52320,0.12,0.84,0.02,,,,,,,,,
52330,5.29,-4.01,-9.7,52330,0.3,0.88,-0.01,,,,,,,,,
52340,6.29,-4.57,-8.61,52340,0.29,0.86,-0.09,,,,,,,,,
52350,5.44,-3.49,-7.16,52350,0.35,0.75,-0.14,,,,,,,,,
52360,5.35,-1.13,-6.24,52360,0.44,0.59,0,,,,,,,,,
52370,5.19,-2.62,-4,52370,-0.38,0.36,-0.04,,,,,,,,,
52380,4.57,-3.82,-4.81,52380,-0.92,0.06,-0.31,,,,,,,,,
52390,6.28,-3.59,-7.13,52390,-0.68,-0.13,-0.45,,,,,,,,,
52400,6.79,-3.58,-8.02,52400,-0.56,-0.15,-0.49,,,,,,,,,
52410,6.07,-3.63,-7.55,52410,-0.49,-0.12,-0.53,,,,,,,,,
52420,5.32,-4.28,-6.93,52420,-0.33,-0.16,-0.67,,,,,,,,,
52430,5.63,-5.08,-7.08,52430,-0.16,-0.21,-0.86,,,,,,,,,
52440,5.64,-4.86,-7.19,52440,-0.12,-0.26,-1.06,,,,,,,,,
52450,5.19,-4.01,-7.35,52450,-0.33,-0.29,-1.24,,,,,,,,,
52460,4.96,-2.53,-8.11,52460,-0.35,-0.28,-1.3,,,,,,,,,
52470,4.91,-1.26,-8.41,52470,-0.25,-0.24,-1.24,,,,,,,,,
52480,4.53,0.26,-8.31,52480,-0.16,-0.19,-1.09,,,,,,,,,
52490,5.15,0.65,-8.17,52490,-0.02,-0.1,-0.86,,,,,,,,,
52500,6.36,0.31,-7.59,52500,0.22,0.03,-0.6,,,,,,,,,
52510,7.72,-0.06,-6.41,52510,0.29,0.09,-0.34,,,,,,,,,
52520,6.94,-0.34,-5.27,52520,0.41,0.01,-0.09,,,,,,,,,
52530,5.99,-1.26,-4.65,52530,0.61,-0.19,0.08,,,,,,,,,
52540,5.42,-2.23,-4.7,52540,0.42,-0.45,0.11,,,,,,,,,
52550,5.33,-3.34,-5.35,52550,0.02,-0.73,0.05,,,,,,,,,
52560,5.4,-4.06,-6.51,52560,-0.4,-0.99,-0.07,,,,,,,,,
52570,4.47,-4.13,-7.85,52570,-0.59,-1.2,-0.24,,,,,,,,,
52580,4.43,-3.43,-8.97,52580,-0.43,-1.27,-0.43,,,,,,,,,
52590,4.7,-3.47,-10.43,52590,-0.28,-1.2,-0.63,,,,,,,,,
52600,4.73,-3.18,-11.26,52600,0.1,-1.05,-0.79,,,,,,,,,
52610,4.77,-1.87,-11.45,52610,0.38,-0.86,-0.92,,,,,,,,,
52620,4.42,-0.48,-11.49,52620,0.49,-0.71,-0.93,,,,,,,,,
52630,4.83,0.16,-11.6,52630,0.68,-0.6,-0.79,,,,,,,,,
52640,5.01,0.54,-11.29,52640,0.66,-0.51,-0.59,,,,,,,,,
52650,4.49,0.53,-10.76,52650,0.35,-0.45,-0.41,,,,,,,,,
52660,4.21,0.23,-10.67,52660,0.11,-0.42,-0.28,,,,,,,,,
52670,4.18,-0.11,-10.74,52670,-0.16,-0.38,-0.19,,,,,,,,,
52680,4.43,-0.32,-10.78,52680,-0.26,-0.31,-0.12,,,,,,,,,
52690,4.55,-0.25,-10.71,52690,-0.32,-0.22,-0.06,,,,,,,,,
52700,4.71,0.03,-10.38,52700,-0.29,-0.11,0.01,,,,,,,,,
52710,4.76,0.28,-9.74,52710,-0.23,0,0.08,,,,,,,,,
52720,4.91,0.08,-9.18,52720,-0.11,0.09,0.15,,,,,,,,,
52730,4.96,-0.19,-8.6,52730,0.08,0.13,0.21,,,,,,,,,
52740,4.93,-0.48,-8.09,52740,0.21,0.12,0.25,,,,,,,,,
52750,4.84,-0.86,-7.66,52750,0.27,0.06,0.26,,,,,,,,,
52760,4.81,-1.28,-7.55,52760,0.29,0,0.24,,,,,,,,,
52770,5,-1.7,-7.66,52770,0.33,-0.05,0.19,,,,,,,,,
52780,5.09,-1.99,-7.8,52780,0.31,-0.08,0.12,,,,,,,,,
52790,5.27,-2.35,-7.91,52790,0.31,-0.09,0.03,,,,,,,,,
52800,5.38,-2.72,-8.07,52800,0.33,-0.08,-0.09,,,,,,,,,
52810,5.43,-3.01,-8.18,52810,0.37,-0.05,-0.22,,,,,,,,,
52820,5.48,-3.15,-8.21,52820,0.44,-0.04,-0.35,,,,,,,,,
52830,5.67,-2.77,-8.04,52830,0.48,-0.05,-0.46,,,,,,,,,
52840,5.5,-2.36,-7.96,52840,0.5,-0.1,-0.51,,,,,,,,,
52850,5.41,-2.12,-8.14,52850,0.49,-0.15,-0.54,,,,,,,,,
52860,5.31,-1.87,-8.39,52860,0.45,-0.2,-0.53,,,,,,,,,
52870,5.25,-1.34,-8.53,52870,0.42,-0.24,-0.5,,,,,,,,,
52880,5.27,-0.65,-8.64,52880,0.42,-0.27,-0.41,,,,,,,,,
52890,5.15,-0.11,-8.74,52890,0.47,-0.29,-0.28,,,,,,,,,
52900,5.18,0.17,-8.74,52900,0.51,-0.3,-0.13,,,,,,,,,
52910,5.21,0.23,-8.83,52910,0.51,-0.3,0.03,,,,,,,,,
52920,5.02,0.18,-8.81,52920,0.52,-0.3,0.19,,,,,,,,,
52930,5.07,-0.15,-8.82,52930,0.47,-0.29,0.33,,,,,,,,,
52940,5.21,-1,-9.04,52940,0.29,-0.28,0.41,,,,,,,,,
52950,5.08,-1.97,-9.24,52950,0.19,-0.25,0.42,,,,,,,,,
52960,5.14,-2.59,-9.35,52960,0.21,-0.22,0.38,,,,,,,,,
52970,5.24,-2.72,-9.53,52970,0.22,-0.19,0.3,,,,,,,,,
52980,5.17,-2.67,-9.53,52980,0.24,-0.16,0.23,,,,,,,,,
52990,5.32,-2.47,-9.56,52990,0.26,-0.12,0.17,,,,,,,,,
53000,5.4,-2.15,-9.49,53000,0.31,-0.09,0.14,,,,,,,,,
53010,5.22,-1.98,-9.48,53010,0.34,-0.07,0.13,,,,,,,,,
53020,5.23,-1.84,-9.6,53020,0.37,-0.06,0.14,,,,,,,,,
53030,5.23,-1.88,-9.66,53030,0.4,-0.05,0.17,,,,,,,,,
53040,5.44,-2.14,-9.82,53040,0.33,-0.03,0.19,,,,,,,,,
53050,5.48,-2.4,-9.89,53050,0.26,0.01,0.21,,,,,,,,,
53060,5.44,-2.67,-9.77,53060,0.2,0.05,0.2,,,,,,,,,
53070,5.37,-3.01,-9.64,53070,0.19,0.07,0.18,,,,,,,,,
53080,5.4,-3.29,-9.61,53080,0.19,0.09,0.15,,,,,,,,,
53090,5.51,-3.48,-9.55,53090,0.17,0.11,0.1,,,,,,,,,
53100,5.49,-3.54,-9.42,53100,0.13,0.14,0.06,,,,,,,,,
53110,5.34,-3.32,-9.42,53110,0.11,0.15,0.01,,,,,,,,,
53120,5.26,-3.08,-9.36,53120,0.09,0.18,-0.01,,,,,,,,,
53130,5.4,-2.74,-9.29,53130,0.1,0.21,-0.01,,,,,,,,,
53140,5.25,-2.49,-8.87,53140,0.07,0.23,0.01,,,,,,,,,
53150,5.32,-2.55,-8.62,53150,0.02,0.23,0.04,,,,,,,,,
53160,5.35,-2.82,-8.27,53160,-0.02,0.21,0.06,,,,,,,,,
53170,5.26,-3.06,-8.03,53170,-0.03,0.17,0.07,,,,,,,,,
53180,5.14,-3.11,-7.94,53180,-0.07,0.12,0.05,,,,,,,,,
53190,5.13,-3.15,-8.09,53190,-0.08,0.08,0.02,,,,,,,,,
53200,5.07,-3.09,-8.19,53200,-0.08,0.05,-0.02,,,,,,,,,
53210,5.11,-2.93,-8.24,53210,-0.04,0.05,-0.05,,,,,,,,,
53220,4.9,-2.81,-8.16,53220,-0.02,0.05,-0.09,,,,,,,,,
53230,4.88,-2.78,-7.99,53230,0,0.05,-0.11,,,,,,,,,
53240,4.89,-2.65,-7.94,53240,0,0.02,-0.12,,,,,,,,,
53250,4.75,-2.52,-8.11,53250,-0.02,-0.01,-0.11,,,,,,,,,
53260,4.65,-2.41,-8.26,53260,-0.04,-0.04,-0.08,,,,,,,,,
53270,4.77,-2.17,-8.44,53270,-0.04,-0.06,-0.03,,,,,,,,,
53280,4.79,-1.95,-8.46,53280,-0.1,-0.06,0.04,,,,,,,,,
53290,4.85,-2.09,-8.43,53290,-0.08,-0.07,0.13,,,,,,,,,
53300,4.92,-2.24,-8.31,53300,-0.04,-0.08,0.19,,,,,,,,,
53310,4.84,-2.4,-8.26,53310,-0.04,-0.09,0.23,,,,,,,,,
53320,4.75,-2.61,-8.37,53320,0,-0.11,0.25,,,,,,,,,
53330,4.68,-2.88,-8.58,53330,0.01,-0.13,0.25,,,,,,,,,
53340,4.74,-3.16,-8.91,53340,-0.01,-0.13,0.22,,,,,,,,,
53350,4.7,-3.39,-9.27,53350,-0.02,-0.1,0.19,,,,,,,,,
53360,4.8,-3.59,-9.45,53360,-0.03,-0.06,0.14,,,,,,,,,
53370,4.9,-3.66,-9.46,53370,-0.05,0,0.08,,,,,,,,,
53380,5.07,-3.51,-9.22,53380,-0.04,0.04,0.03,,,,,,,,,
53390,5.25,-3.17,-8.88,53390,0.01,0.08,-0.01,,,,,,,,,
53400,5.41,-2.84,-8.57,53400,0.05,0.09,-0.02,,,,,,,,,
53410,5.56,-2.51,-8.19,53410,0.08,0.07,0,,,,,,,,,
53420,5.51,-2.25,-7.96,53420,0.07,0.02,0.05,,,,,,,,,
53430,5.5,-2.2,-7.97,53430,0.03,-0.05,0.11,,,,,,,,,
53440,5.51,-2.34,-8.28,53440,-0.01,-0.11,0.18,,,,,,,,,
53450,5.43,-2.66,-8.59,53450,-0.07,-0.15,0.23,,,,,,,,,
53460,5.38,-3.08,-8.96,53460,-0.1,-0.16,0.26,,,,,,,,,
53470,5.4,-3.39,-9.15,53470,-0.11,-0.14,0.25,,,,,,,,,
53480,5.24,-3.71,-9.34,53480,-0.12,-0.11,0.2,,,,,,,,,
53490,5.1,-3.95,-9.34,53490,-0.07,-0.08,0.13,,,,,,,,,
53500,5.06,-3.93,-9.42,53500,-0.04,-0.05,0.04,,,,,,,,,
53510,4.94,-3.79,-9.41,53510,-0.02,-0.01,-0.06,,,,,,,,,
53520,4.85,-3.47,-9.26,53520,0.01,0.03,-0.13,,,,,,,,,
53530,4.86,-3.19,-9.11,53530,0.03,0.06,-0.17,,,,,,,,,
53540,4.99,-2.9,-8.95,53540,0.05,0.09,-0.18,,,,,,,,,
53550,4.89,-2.56,-8.69,53550,0.03,0.09,-0.15,,,,,,,,,
53560,4.96,-2.32,-8.54,53560,0.02,0.09,-0.09,,,,,,,,,
53570,5,-2.22,-8.36,53570,0.02,0.06,-0.01,,,,,,,,,
53580,5.03,-2.27,-8.3,53580,-0.01,0.03,0.08,,,,,,,,,
53590,4.96,-2.4,-8.26,53590,-0.05,0,0.15,,,,,,,,,
53600,4.9,-2.79,-8.3,53600,-0.08,-0.03,0.19,,,,,,,,,
53610,4.94,-3.14,-8.49,53610,-0.06,-0.07,0.21,,,,,,,,,
53620,4.86,-3.41,-8.66,53620,-0.07,-0.08,0.2,,,,,,,,,
53630,4.74,-3.66,-8.91,53630,-0.08,-0.08,0.17,,,,,,,,,
53640,4.69,-3.84,-9.12,53640,-0.05,-0.06,0.13,,,,,,,,,
53650,4.74,-3.87,-9.28,53650,-0.05,-0.03,0.07,,,,,,,,,
53660,4.85,-3.84,-9.27,53660,-0.03,0.01,0.02,,,,,,,,,
53670,4.9,-3.7,-9.09,53670,0,0.04,-0.03,,,,,,,,,
53680,5.01,-3.47,-8.79,53680,-0.01,0.07,-0.05,,,,,,,,,
53690,4.99,-3.21,-8.57,53690,0,0.07,-0.06,,,,,,,,,
53700,5,-2.84,-8.39,53700,-0.02,0.04,-0.03,,,,,,,,,
53710,5.06,-2.65,-8.21,53710,-0.05,0.01,0.01,,,,,,,,,
53720,5.03,-2.61,-8.27,53720,-0.08,-0.03,0.07,,,,,,,,,
53730,5.04,-2.59,-8.21,53730,-0.12,-0.06,0.12,,,,,,,,,
53740,5.04,-2.64,-8.41,53740,-0.15,-0.08,0.15,,,,,,,,,
53750,4.96,-2.92,-8.61,53750,-0.13,-0.1,0.17,,,,,,,,,
53760,4.94,-3.28,-8.79,53760,-0.12,-0.09,0.16,,,,,,,,,
53770,4.93,-3.53,-9,53770,-0.11,-0.08,0.12,,,,,,,,,
53780,4.96,-3.65,-9.14,53780,-0.09,-0.06,0.08,,,,,,,,,
53790,4.93,-3.48,-9.23,53790,-0.09,-0.03,0.04,,,,,,,,,
53800,5,-3.3,-9.11,53800,-0.07,0,0.01,,,,,,,,,
53810,5.04,-3.13,-9.06,53810,-0.05,0.02,0,,,,,,,,,
53820,5.03,-3.09,-8.89,53820,-0.04,0.03,-0.01,,,,,,,,,
53830,4.99,-3.06,-8.66,53830,-0.04,0.02,0,,,,,,,,,
53840,5.05,-2.83,-8.56,53840,-0.05,0.01,0.01,,,,,,,,,
53850,4.93,-2.57,-8.55,53850,-0.06,-0.02,0.04,,,,,,,,,
53860,4.74,-2.42,-8.64,53860,-0.09,-0.05,0.09,,,,,,,,,
53870,4.77,-2.53,-8.88,53870,-0.12,-0.06,0.14,,,,,,,,,
53880,4.84,-2.71,-9.08,53880,-0.13,-0.06,0.18,,,,,,,,,
53890,4.83,-3,-9.16,53890,-0.15,-0.03,0.21,,,,,,,,,
53900,4.79,-3.44,-9.16,53900,-0.16,-0.01,0.21,,,,,,,,,
53910,4.89,-3.74,-9.07,53910,-0.14,0.02,0.18,,,,,,,,,
53920,4.8,-3.85,-8.92,53920,-0.12,0.03,0.12,,,,,,,,,
53930,4.7,-3.84,-8.84,53930,-0.1,0.04,0.05,,,,,,,,,
53940,4.82,-3.79,-8.77,53940,-0.08,0.05,-0.01,,,,,,,,,
53950,4.91,-3.69,-8.86,53950,-0.05,0.06,-0.05,,,,,,,,,
53960,4.96,-3.32,-8.83,53960,-0.07,0.07,-0.07,,,,,,,,,
53970,5.07,-3.02,-8.7,53970,-0.1,0.08,-0.07,,,,,,,,,
53980,5.13,-2.86,-8.56,53980,-0.08,0.08,-0.04,,,,,,,,,
53990,5.13,-2.69,-8.36,53990,-0.09,0.07,0,,,,,,,,,
54000,5.1,-2.66,-8.2,54000,-0.11,0.04,0.04,,,,,,,,,
54010,5.06,-2.73,-8.21,54010,-0.11,0,0.07,,,,,,,,,
54020,5.14,-2.94,-8.36,54020,-0.09,-0.03,0.1,,,,,,,,,
54030,5.17,-3.24,-8.6,54030,-0.09,-0.05,0.11,,,,,,,,,
5,,,,,,,,,,,,,,,,
